
v_rms,i_rms,p_real,s_apparent,pf,q_reactive,crest_factor,thd,label_bulb100,label_bulb60,label_iron,label_charger,timestamp
244.4,0.26,63.6,63.6,1.0,0.0,4.32,3.772,0,1,0,0,1782503946.0127566
244.8,0.254,62.2,62.2,1.0,0.0,3.3,4.903,0,1,0,0,1782503946.524855
250.2,0.255,63.7,63.7,1.0,0.0,3.53,21.354,0,1,0,0,1782503947.347246
243.4,0.254,61.7,61.7,1.0,0.0,3.26,4.308,0,1,0,0,1782503948.264703
248.9,0.253,63.0,63.0,1.0,0.0,3.22,25.72,0,1,0,0,1782503949.0831764
243.2,0.254,61.8,61.8,1.0,0.0,3.26,7.161,0,1,0,0,1782503949.5976615
248.6,0.252,62.6,62.6,1.0,0.0,3.93,5.921,0,1,0,0,1782503950.370543
245.8,0.254,62.5,62.5,1.0,0.0,3.78,5.642,0,1,0,0,1782503951.2472074
244.5,0.252,61.6,61.6,1.0,0.0,3.42,7.422,0,1,0,0,1782503952.1568
246.6,0.255,62.8,62.8,1.0,0.0,3.52,34.974,0,1,0,0,1782503953.079493
245.8,0.258,63.3,63.3,1.0,0.0,3.32,10.325,0,1,0,0,1782503953.8976595
251.3,0.259,65.0,65.0,1.0,0.0,3.41,459.866,0,1,0,0,1782503954.8195913
242.1,0.26,62.9,62.9,1.0,0.0,3.54,6.225,0,1,0,0,1782503955.6400058
247.0,0.259,63.9,63.9,1.0,0.0,3.51,7.344,0,1,0,0,1782503956.559834
253.2,0.254,64.4,64.4,1.0,0.0,3.54,4.953,0,1,0,0,1782503957.3795996
245.0,0.254,62.2,62.2,1.0,0.0,3.93,3.912,0,1,0,0,1782503958.2280438
240.7,0.26,62.5,62.5,1.0,0.0,3.44,24.87,0,1,0,0,1782503958.6679587
246.0,0.249,61.2,61.2,1.0,0.0,3.53,4.368,0,1,0,0,1782503959.1076636
240.1,0.258,61.9,61.9,1.0,0.0,3.45,8.42,0,1,0,0,1782503959.547783
251.2,0.252,63.4,63.4,1.0,0.0,3.25,36.926,0,1,0,0,1782503959.984866
246.7,0.256,63.0,63.0,1.0,0.0,3.74,28.857,0,1,0,0,1782503960.8585374
248.6,0.255,63.5,63.5,1.0,0.0,3.49,17.643,0,1,0,0,1782503961.2955563
251.5,0.256,64.4,64.4,1.0,0.0,3.55,9.859,0,1,0,0,1782503962.1927242
249.6,0.251,62.6,62.6,1.0,0.0,3.33,9.134,0,1,0,0,1782503963.1145515
246.8,0.255,62.9,62.9,1.0,0.0,3.56,3.801,0,1,0,0,1782503963.931654
245.1,0.255,62.5,62.5,1.0,0.0,3.5,10.282,0,1,0,0,1782503964.8553646
250.4,0.253,63.3,63.3,1.0,0.0,3.22,8.022,0,1,0,0,1782503965.6736825
245.6,0.253,62.2,62.2,1.0,0.0,3.55,18.126,0,1,0,0,1782503966.5961418
248.0,0.256,63.5,63.5,1.0,0.0,3.29,40.193,0,1,0,0,1782503967.4154637
244.0,0.257,62.7,62.7,1.0,0.0,4.23,31.235,0,1,0,0,1782503967.8471563
244.1,0.255,62.2,62.2,1.0,0.0,3.56,5.262,0,1,0,0,1782503968.2867334
248.3,0.252,62.4,62.4,1.0,0.0,3.43,7.724,0,1,0,0,1782503968.724753
241.8,0.257,62.2,62.2,1.0,0.0,3.49,9.136,0,1,0,0,1782503969.165748
246.4,0.257,63.4,63.4,1.0,0.0,3.29,19.313,0,1,0,0,1782503969.6031797
242.9,0.253,61.4,61.4,1.0,0.0,3.95,27.715,0,1,0,0,1782503970.485682
244.4,0.255,62.4,62.4,1.0,0.0,3.27,3.701,0,1,0,0,1782503971.4141903
244.7,0.252,61.7,61.7,1.0,0.0,3.53,5.086,0,1,0,0,1782503972.2235916
253.8,0.255,64.6,64.6,1.0,0.0,3.69,16.804,0,1,0,0,1782503973.1482687
254.1,0.252,64.1,64.1,1.0,0.0,3.44,18.017,0,1,0,0,1782503973.966642
247.9,0.26,64.4,64.4,1.0,0.0,3.85,4.983,0,1,0,0,1782503974.8905714
249.0,0.251,62.5,62.5,1.0,0.0,3.51,6.414,0,1,0,0,1782503975.811911
249.1,0.255,63.5,63.5,1.0,0.0,3.28,5.342,0,1,0,0,1782503976.63052
241.5,0.257,62.0,62.0,1.0,0.0,3.93,2.518,0,1,0,0,1782503977.5226643
245.0,0.257,62.9,62.9,1.0,0.0,3.68,5.837,0,1,0,0,1782503978.3710158
237.8,0.256,60.8,60.8,1.0,0.0,3.77,59.984,0,1,0,0,1782503979.2919831
246.0,0.253,62.2,62.2,1.0,0.0,3.48,8.605,0,1,0,0,1782503980.112893
246.3,0.255,62.8,62.8,1.0,0.0,3.31,3.804,0,1,0,0,1782503981.0074728
247.4,0.254,62.9,62.9,1.0,0.0,3.26,14.343,0,1,0,0,1782503981.8244677
246.7,0.252,62.2,62.2,1.0,0.0,3.42,8.43,0,1,0,0,1782503982.2650912
244.1,0.255,62.3,62.3,1.0,0.0,3.41,6.362,0,1,0,0,1782503982.7032423
245.5,0.256,62.8,62.8,1.0,0.0,3.28,6.533,0,1,0,0,1782503983.1420205
240.5,0.254,61.1,61.1,1.0,0.0,3.93,6.98,0,1,0,0,1782503984.0169697
238.1,0.255,60.7,60.7,1.0,0.0,3.24,16.098,0,1,0,0,1782503984.9254773
246.1,0.256,63.0,63.0,1.0,0.0,3.58,11.274,0,1,0,0,1782503985.7620387
251.9,0.254,64.0,64.0,1.0,0.0,3.79,15.157,0,1,0,0,1782503986.6668763
252.3,0.254,64.0,64.0,1.0,0.0,3.66,15.023,0,1,0,0,1782503987.5870326
247.8,0.255,63.3,63.3,1.0,0.0,3.55,14.19,0,1,0,0,1782503987.951898
246.4,0.257,63.4,63.4,1.0,0.0,3.42,5.395,0,1,0,0,1782503988.385272
237.6,0.256,60.9,60.9,1.0,0.0,3.87,9.596,0,1,0,0,1782503988.826564
252.4,0.251,63.4,63.4,1.0,0.0,3.33,5.769,0,1,0,0,1782503989.2660918
246.5,0.255,62.9,62.9,1.0,0.0,3.79,5.936,0,1,0,0,1782503990.2480557
251.2,0.258,64.8,64.8,1.0,0.0,3.39,7.811,0,1,0,0,1782503990.577294
247.1,0.253,62.6,62.6,1.0,0.0,3.61,7.162,0,1,0,0,1782503991.06974
246.8,0.253,62.5,62.5,1.0,0.0,3.11,4.957,0,1,0,0,1782503991.8881822
252.9,0.256,64.7,64.7,1.0,0.0,3.43,9.065,0,1,0,0,1782503992.3274035
247.0,0.254,62.7,62.7,1.0,0.0,3.58,4.762,0,1,0,0,1782503992.7660227
242.1,0.254,61.5,61.5,1.0,0.0,3.37,11.267,0,1,0,0,1782503993.6391098
250.3,0.26,65.1,65.1,1.0,0.0,3.72,10.7,0,1,0,0,1782503994.0765238
241.7,0.256,61.8,61.8,1.0,0.0,3.78,10.694,0,1,0,0,1782503994.5152032
245.2,0.259,63.6,63.6,1.0,0.0,3.36,6.2,0,1,0,0,1782503994.9567556
246.1,0.256,63.1,63.1,1.0,0.0,3.35,13.664,0,1,0,0,1782503995.4038768
244.8,0.258,63.2,63.2,1.0,0.0,3.62,7.503,0,1,0,0,1782503995.836457
243.5,0.259,63.0,63.0,1.0,0.0,3.67,15.447,0,1,0,0,1782503996.706488
247.5,0.254,63.0,63.0,1.0,0.0,3.54,6.254,0,1,0,0,1782503997.2136886
250.3,0.251,62.8,62.8,1.0,0.0,3.49,11.407,0,1,0,0,1782503998.0203142
240.6,0.248,59.7,59.7,1.0,0.0,3.26,9.303,0,1,0,0,1782503998.4590266
247.4,0.252,62.4,62.4,1.0,0.0,3.36,8.172,0,1,0,0,1782503999.3334477
249.4,0.254,63.4,63.4,1.0,0.0,3.96,5.085,0,1,0,0,1782504000.2853131
247.9,0.258,63.9,63.9,1.0,0.0,3.38,7.583,0,1,0,0,1782504001.104761
247.4,0.255,63.0,63.0,1.0,0.0,3.71,5.644,0,1,0,0,1782504001.9807715
249.4,0.134,33.4,34.433,0.97,8.371,5.3,7.807,0,0,1,0,1782504064.5448575
242.5,0.131,31.9,32.887,0.97,7.995,5.26,4.101,0,0,1,0,1782504065.3215208
242.8,0.131,31.8,32.784,0.97,7.97,5.01,6.029,0,0,1,0,1782504065.7589436
242.9,0.128,31.2,32.165,0.97,7.819,5.17,3.638,0,0,1,0,1782504066.1978998
248.0,0.136,33.6,34.639,0.97,8.421,5.03,2.645,0,0,1,0,1782504066.642806
249.0,0.129,32.2,33.196,0.97,8.07,4.78,8.682,0,0,1,0,1782504067.5649858
245.8,0.138,33.8,34.845,0.97,8.471,5.04,5.005,0,0,1,0,1782504068.4829352
249.6,0.135,33.6,34.639,0.97,8.421,5.44,3.284,0,0,1,0,1782504068.823588
247.9,0.128,31.8,32.784,0.97,7.97,5.45,12.697,0,0,1,0,1782504069.3019302
241.2,0.134,32.3,33.299,0.97,8.095,4.71,6.874,0,0,1,0,1782504070.2275057
245.1,0.126,30.8,31.753,0.97,7.719,5.69,20.03,0,0,1,0,1782504071.0104434
254.0,0.13,32.9,33.918,0.97,8.246,5.37,4.033,0,0,1,0,1782504071.8856058
246.6,0.13,32.2,33.196,0.97,8.07,4.99,20.763,0,0,1,0,1782504072.3250017
243.1,0.135,32.9,33.918,0.97,8.246,4.98,6.174,0,0,1,0,1782504072.7714546
244.8,0.131,32.1,33.093,0.97,8.045,5.01,9.377,0,0,1,0,1782504073.199195
252.1,0.13,32.9,33.918,0.97,8.246,5.02,12.959,0,0,1,0,1782504073.6382186
242.2,0.138,33.5,34.536,0.97,8.396,4.6,9.364,0,0,1,0,1782504074.0811284
249.8,0.135,33.8,34.845,0.97,8.471,5.28,47.143,0,0,1,0,1782504074.9499087
247.8,0.13,32.1,33.093,0.97,8.045,5.48,16.522,0,0,1,0,1782504075.39023
243.4,0.137,33.3,34.33,0.97,8.346,5.08,4.106,0,0,1,0,1782504075.8295355
245.5,0.133,32.6,33.608,0.97,8.17,4.95,8.109,0,0,1,0,1782504076.2676115
248.7,0.13,32.4,33.402,0.97,8.12,5.25,20.301,0,0,1,0,1782504076.7196405
252.1,0.133,33.5,34.536,0.97,8.396,4.62,7.78,0,0,1,0,1782504077.5783353
242.3,0.13,31.5,32.474,0.97,7.895,5.14,3.615,0,0,1,0,1782504078.0218666
249.6,0.129,32.1,33.093,0.97,8.045,5.07,6.717,0,0,1,0,1782504078.4559774
243.4,0.133,32.4,33.402,0.97,8.12,4.98,11.95,0,0,1,0,1782504078.923653
251.2,0.133,33.3,34.33,0.97,8.346,5.12,14.516,0,0,1,0,1782504079.850505
251.1,0.132,33.0,34.021,0.97,8.271,5.28,11.582,0,0,1,0,1782504080.6670697
253.1,0.13,32.9,33.918,0.97,8.246,4.77,7.429,0,0,1,0,1782504081.5970163
246.8,0.13,32.1,33.093,0.97,8.045,5.05,16.085,0,0,1,0,1782504082.5135608
243.9,0.134,32.7,33.711,0.97,8.195,4.79,9.065,0,0,1,0,1782504083.331246
244.0,0.135,33.0,34.021,0.97,8.271,5.06,258.728,0,0,1,0,1782504084.1495464
249.1,0.126,31.3,32.268,0.97,7.845,5.01,36.04,0,0,1,0,1782504085.172464
249.2,0.133,33.1,34.124,0.97,8.296,5.14,4.916,0,0,1,0,1782504085.954784
248.4,0.133,33.1,34.124,0.97,8.296,5.03,12.636,0,0,1,0,1782504086.8121085
251.8,0.132,33.2,34.227,0.97,8.321,4.78,9.942,0,0,1,0,1782504087.640385
252.9,0.13,32.8,33.814,0.97,8.22,5.44,9.361,0,0,1,0,1782504088.553843
250.2,0.135,33.7,34.742,0.97,8.446,4.73,14.34,0,0,1,0,1782504089.4735606
243.1,0.13,31.7,32.68,0.97,7.945,5.35,9.981,0,0,1,0,1782504090.2943015
248.8,0.135,33.6,34.639,0.97,8.421,4.99,5.059,0,0,1,0,1782504091.2151344
249.8,0.131,32.7,33.711,0.97,8.195,4.76,4.7,0,0,1,0,1782504092.0678346
249.3,0.128,31.9,32.887,0.97,7.995,4.94,13.267,0,0,1,0,1782504092.8783035
250.0,0.13,32.5,33.505,0.97,8.145,5.27,7.773,0,0,1,0,1782504093.7751875
247.8,0.135,33.3,34.33,0.97,8.346,5.3,4.343,0,0,1,0,1782504094.6959174
250.1,0.136,33.9,34.948,0.97,8.496,4.47,6.837,0,0,1,0,1782504095.5167692
243.7,0.129,31.4,32.371,0.97,7.87,4.85,6.376,0,0,1,0,1782504096.4387715
240.9,0.129,31.1,32.062,0.97,7.794,4.77,13.674,0,0,1,0,1782504097.228595
247.7,0.126,31.2,32.165,0.97,7.819,5.22,3.385,0,0,1,0,1782504098.1029284
247.2,0.127,31.5,32.474,0.97,7.895,5.7,13.218,0,0,1,0,1782504098.551478
240.9,0.132,31.9,32.887,0.97,7.995,4.81,3.86,0,0,1,0,1782504098.9944277
250.0,0.133,33.3,34.33,0.97,8.346,5.34,6.171,0,0,1,0,1782504099.421771
240.3,0.131,31.4,32.371,0.97,7.87,5.35,22.958,0,0,1,0,1782504100.3361952
248.4,0.128,31.8,32.784,0.97,7.97,4.72,5.734,0,0,1,0,1782504101.1636386
246.3,0.126,30.9,31.856,0.97,7.744,5.16,10.704,0,0,1,0,1782504101.6069293
241.5,0.133,32.2,33.196,0.97,8.07,5.02,2.907,0,0,1,0,1782504102.0433755
246.8,0.127,31.3,32.268,0.97,7.845,4.99,4.638,0,0,1,0,1782504102.4829743
249.5,0.13,32.4,33.402,0.97,8.12,4.64,11.975,0,0,1,0,1782504102.9223762
243.7,0.126,30.6,31.546,0.97,7.669,5.04,10.57,0,0,1,0,1782504103.3607008
244.1,0.134,32.8,33.814,0.97,8.22,4.69,17.461,0,0,1,0,1782504104.232627
245.5,0.13,31.8,32.784,0.97,7.97,5.64,7.253,0,0,1,0,1782504105.105686
245.4,0.128,31.5,32.474,0.97,7.895,6.11,4.849,0,0,1,0,1782504105.547015
248.5,0.131,32.4,33.402,0.97,8.12,4.91,6.792,0,0,1,0,1782504105.9847662
245.5,0.13,31.9,32.887,0.97,7.995,4.88,5.406,0,0,1,0,1782504106.425471
241.1,0.135,32.6,33.608,0.97,8.17,4.64,6.0,0,0,1,0,1782504107.2981691
246.4,0.127,31.3,32.268,0.97,7.845,5.6,6.206,0,0,1,0,1782504107.7376115
239.9,0.132,31.8,32.784,0.97,7.97,5.38,9.712,0,0,1,0,1782504108.175129
246.0,0.128,31.5,32.474,0.97,7.895,5.79,5.981,0,0,1,0,1782504108.6132329
242.0,0.131,31.8,32.784,0.97,7.97,5.52,4.376,0,0,1,0,1782504109.052444
246.9,0.129,31.9,32.887,0.97,7.995,5.66,5.444,0,0,1,0,1782504109.9539893
251.3,0.131,32.8,33.814,0.97,8.22,5.13,19.156,0,0,1,0,1782504110.8756113
248.6,0.131,32.5,33.505,0.97,8.145,4.72,2.701,0,0,1,0,1782504111.2411706
248.8,0.126,31.4,32.371,0.97,7.87,6.2,6.767,0,0,1,0,1782504111.6768649
241.3,0.13,31.5,32.474,0.97,7.895,4.83,8.815,0,0,1,0,1782504112.1172016
241.6,0.131,31.7,32.68,0.97,7.945,4.91,16.65,0,0,1,0,1782504112.5544856
252.3,0.132,33.3,34.33,0.97,8.346,5.0,9.158,0,0,1,0,1782504113.4343064
240.5,0.135,32.4,33.402,0.97,8.12,4.72,5.554,0,0,1,0,1782504114.3003392
246.8,0.129,31.8,32.784,0.97,7.97,5.02,3.842,0,0,1,0,1782504114.7396455
241.1,0.132,31.7,32.68,0.97,7.945,5.06,3.26,0,0,1,0,1782504115.1784592
250.2,0.133,33.4,34.433,0.97,8.371,4.57,12.686,0,0,1,0,1782504115.6187992
245.2,0.132,32.4,33.402,0.97,8.12,4.64,17.597,0,0,1,0,1782504116.059779
243.2,0.131,31.8,32.784,0.97,7.97,5.26,4.728,0,0,1,0,1782504116.931054
239.5,0.132,31.6,32.577,0.97,7.92,4.87,10.517,0,0,1,0,1782504117.3775623
246.7,0.133,32.8,33.814,0.97,8.22,4.58,11.585,0,0,1,0,1782504117.8114269
241.0,0.132,31.8,32.784,0.97,7.97,5.21,11.66,0,0,1,0,1782504118.2470706
249.2,0.129,32.1,33.093,0.97,8.045,5.42,5.259,0,0,1,0,1782504118.6876736
252.9,0.13,32.8,33.814,0.97,8.22,4.87,9.889,0,0,1,0,1782504119.1267014
247.5,0.129,32.0,32.99,0.97,8.02,4.82,43.602,0,0,1,0,1782504120.0015488
238.8,0.13,31.1,32.062,0.97,7.794,5.13,33.791,0,0,1,0,1782504120.43825
246.6,0.131,32.3,33.299,0.97,8.095,5.28,13.641,0,0,1,0,1782504120.8779151
242.9,0.135,32.9,33.918,0.97,8.246,5.38,8.219,0,0,1,0,1782504121.3278365
255.9,0.127,32.5,33.505,0.97,8.145,5.33,8.525,0,0,1,0,1782504122.344306
250.0,0.129,32.3,33.299,0.97,8.095,5.35,7.245,0,0,1,0,1782504123.162357
246.2,0.127,31.2,32.165,0.97,7.819,5.01,3.105,0,0,1,0,1782504123.9882934
249.4,0.132,33.0,34.021,0.97,8.271,5.08,7.844,0,0,1,0,1782504124.3905497
245.2,0.133,32.7,33.711,0.97,8.195,5.26,6.362,0,0,1,0,1782504124.904053
237.8,0.127,30.3,31.237,0.97,7.594,5.04,18.139,0,0,1,0,1782504125.6842694
245.4,0.133,32.6,33.608,0.97,8.17,5.87,15.579,0,0,1,0,1782504126.559788
249.3,0.132,32.9,33.918,0.97,8.246,5.55,7.479,0,0,1,0,1782504127.001392
245.0,0.133,32.5,33.505,0.97,8.145,4.79,18.553,0,0,1,0,1782504127.435225
243.9,0.133,32.3,33.299,0.97,8.095,4.9,8.601,0,0,1,0,1782504127.8753066
244.2,0.128,31.3,32.268,0.97,7.845,5.25,5.668,0,0,1,0,1782504128.315534
245.6,0.128,31.3,32.268,0.97,7.845,5.46,5.273,0,0,1,0,1782504128.754017
251.2,0.132,33.1,34.124,0.97,8.296,5.35,8.64,0,0,1,0,1782504129.7153182
251.1,0.132,33.1,34.124,0.97,8.296,5.03,6.699,0,0,1,0,1782504130.5451992
241.6,0.129,31.2,32.165,0.97,7.819,4.62,20.017,0,0,1,0,1782504131.055943
242.7,0.134,32.5,33.505,0.97,8.145,4.76,8.662,0,0,1,0,1782504131.8230877
249.8,0.128,32.0,32.99,0.97,8.02,6.1,8.588,0,0,1,0,1782504132.7880552
248.8,0.13,32.3,33.299,0.97,8.095,5.59,12.399,0,0,1,0,1782504133.6083512
250.5,0.131,32.8,33.814,0.97,8.22,4.82,7.608,0,0,1,0,1782504134.6311896
245.9,0.129,31.7,32.68,0.97,7.945,5.14,5.064,0,0,1,0,1782504135.3492494
245.2,0.127,31.2,32.165,0.97,7.819,5.25,6.411,0,0,1,0,1782504136.177099
251.6,0.131,33.0,34.021,0.97,8.271,5.31,5.648,0,0,1,0,1782504137.0909884
248.2,0.129,31.9,32.887,0.97,7.995,5.84,3.393,0,0,1,0,1782504138.0122533
247.1,0.131,32.4,33.402,0.97,8.12,5.39,4.132,0,0,1,0,1782504138.8320203
254.2,0.133,33.9,34.948,0.97,8.496,4.61,4.743,0,0,1,0,1782504139.8553023
243.5,0.128,31.3,32.268,0.97,7.845,5.19,7.207,0,0,1,0,1782504140.5717015
248.9,0.132,32.8,33.814,0.97,8.22,4.52,6.904,0,0,1,0,1782504141.452788
241.6,0.129,31.2,32.165,0.97,7.819,4.79,2.384,0,0,1,0,1782504142.2866747
249.2,0.129,32.2,33.196,0.97,8.07,5.69,17.672,0,0,1,0,1782504143.161222
246.7,0.129,31.8,32.784,0.97,7.97,4.81,7.809,0,0,1,0,1782504143.6396286
242.8,0.136,32.9,33.918,0.97,8.246,4.85,18.512,0,0,1,0,1782504144.0527637
251.3,0.129,32.4,33.402,0.97,8.12,6.1,3.168,0,0,1,0,1782504144.9738646
243.2,0.136,33.0,34.021,0.97,8.271,4.73,3.464,0,0,1,0,1782504145.8960078
242.2,0.13,31.5,32.474,0.97,7.895,5.05,34.458,0,0,1,0,1782504146.7145762
239.8,0.125,30.0,30.928,0.97,7.519,5.19,8.628,0,0,1,0,1782504147.534156
249.1,0.128,32.0,32.99,0.97,8.02,5.12,31.274,0,0,1,0,1782504148.45533
249.3,0.126,31.5,32.474,0.97,7.895,5.17,7.286,0,0,1,0,1782504149.2769258
249.9,0.129,32.2,33.196,0.97,8.07,5.53,50.056,0,0,1,0,1782504150.1959944
242.3,0.129,31.2,32.165,0.97,7.819,5.49,6.614,0,0,1,0,1782504151.0223618
249.9,0.13,32.4,33.402,0.97,8.12,5.9,6.379,0,0,1,0,1782504151.936655
247.1,0.133,32.8,33.814,0.97,8.22,5.82,7.316,0,0,1,0,1782504152.859183
252.0,0.129,32.6,33.608,0.97,8.17,5.42,7.03,0,0,1,0,1782504153.642436
258.1,0.105,27.2,40.0,0.68,29.328,7.61,2.965,0,0,0,1,1782504180.1209135
235.2,0.14,32.8,48.235,0.68,35.367,7.37,2.094,0,0,0,1,1782504181.439302
240.8,0.196,47.2,69.412,0.68,50.894,5.34,1.695,0,0,0,1,1782504182.347868
262.8,0.256,67.2,98.824,0.68,72.459,5.12,1.748,0,0,0,1,1782504183.483188
241.2,0.354,85.5,125.735,0.68,92.191,5.93,3.719,0,0,0,1,1782504184.542255
249.8,0.395,98.7,145.147,0.68,106.424,5.32,1.466,0,0,0,1,1782504184.924683
242.9,0.431,104.6,153.824,0.68,112.785,4.88,1.556,0,0,0,1,1782504185.3659904
246.6,0.465,114.6,168.529,0.68,123.568,4.53,1.815,0,0,0,1,1782504185.8304908
239.3,0.457,109.3,160.735,0.68,117.853,4.6,1.963,0,0,0,1,1782504186.244831
243.8,0.395,96.4,141.765,0.68,103.944,5.32,2.624,0,0,0,1,1782504186.7510817
241.6,0.39,94.2,138.529,0.68,101.571,5.39,2.674,0,0,0,1,1782504187.572369
237.4,0.197,46.8,68.824,0.68,50.462,5.4,5.223,0,0,0,1,1782504188.4924006
248.0,0.197,48.9,71.912,0.68,52.727,5.81,3.36,0,0,0,1,1782504189.312385
248.4,0.199,49.3,72.5,0.68,53.158,5.68,1.432,0,0,0,1,1782504189.8255396
241.0,0.205,49.5,72.794,0.68,53.374,6.38,3.082,0,0,0,1,1782504190.947905
247.5,0.198,49.0,72.059,0.68,52.834,6.6,6.873,0,0,0,1,1782504191.5658655
256.5,0.203,52.0,76.471,0.68,56.069,5.5,2.333,0,0,0,1,1782504192.383602
253.0,0.205,51.9,76.324,0.68,55.961,5.88,3.687,0,0,0,1,1782504193.3065865
253.3,0.202,51.2,75.294,0.68,55.207,5.59,2.327,0,0,0,1,1782504194.1979036
245.6,0.2,49.2,72.353,0.68,53.05,6.06,3.575,0,0,0,1,1782504195.1266842
242.7,0.185,45.0,66.176,0.68,48.521,6.5,4.713,0,0,0,1,1782504195.9677746
247.9,0.082,20.4,30.0,0.68,21.996,9.31,4.673,0,0,0,1,1782504196.7455246
251.9,0.083,20.8,30.588,0.68,22.428,8.37,4.579,0,0,0,1,1782504197.7091768
250.4,0.09,22.5,33.088,0.68,24.261,8.25,2.496,0,0,0,1,1782504198.528335
255.5,0.084,21.4,31.471,0.68,23.075,10.1,2.142,0,0,0,1,1782504199.3627694
245.7,0.087,21.4,31.471,0.68,23.075,8.24,2.2,0,0,0,1,1782504200.268573
244.1,0.087,21.2,31.176,0.68,22.859,8.3,1.764,0,0,0,1,1782504201.2190952
248.3,0.084,20.9,30.735,0.68,22.535,8.43,2.913,0,0,0,1,1782504202.0106747
248.3,0.082,20.3,29.853,0.68,21.889,8.7,2.273,0,0,0,1,1782504202.933147
244.9,0.09,22.1,32.5,0.68,23.829,9.06,5.923,0,0,0,1,1782504204.2634654
241.0,0.086,20.7,30.441,0.68,22.32,11.2,6.626,0,0,0,1,1782504205.081458
246.3,0.09,22.3,32.794,0.68,24.045,7.72,5.45,0,0,0,1,1782504205.492643
242.8,0.083,20.3,29.853,0.68,21.889,8.11,14.046,0,0,0,1,1782504206.410458
241.8,0.09,21.8,32.059,0.68,23.506,9.29,2.487,0,0,0,1,1782504207.3354485
253.4,0.085,21.4,31.471,0.68,23.075,8.41,1.336,0,0,0,1,1782504208.154694
244.2,0.092,22.4,32.941,0.68,24.153,9.82,2.067,0,0,0,1,1782504209.1780453
250.6,0.082,20.5,30.147,0.68,22.104,8.51,4.726,0,0,0,1,1782504209.861505
246.8,0.088,21.8,32.059,0.68,23.506,7.82,2.168,0,0,0,1,1782504210.817407
250.4,0.084,20.9,30.735,0.68,22.535,8.48,3.373,0,0,0,1,1782504211.9402487
239.9,0.091,21.7,31.912,0.68,23.398,7.58,2.233,0,0,0,1,1782504212.512624
253.7,0.089,22.5,33.088,0.68,24.261,9.55,2.699,0,0,0,1,1782504213.788988
245.0,0.08,19.6,28.824,0.68,21.134,7.49,3.734,0,0,0,1,1782504214.7072842
237.7,0.09,21.4,31.471,0.68,23.075,7.91,3.43,0,0,0,1,1782504215.5388043
247.8,0.086,21.4,31.471,0.68,23.075,8.72,3.929,0,0,0,1,1782504216.478144
248.3,0.082,20.4,30.0,0.68,21.996,9.25,1.781,0,0,0,1,1782504217.4801462
247.3,0.082,20.3,29.853,0.68,21.889,10.08,2.005,0,0,0,1,1782504218.1882834
256.2,0.085,21.8,32.059,0.68,23.506,8.94,2.554,0,0,0,1,1782504219.1096325
244.8,0.08,19.7,28.971,0.68,21.242,9.33,2.097,0,0,0,1,1782504219.9292316
248.1,0.087,21.5,31.618,0.68,23.182,9.01,1.936,0,0,0,1,1782504220.850652
264.8,0.085,22.5,33.088,0.68,24.261,8.33,1.405,0,0,0,1,1782504221.6896737
247.6,0.087,21.5,31.618,0.68,23.182,8.02,1.777,0,0,0,1,1782504222.5930915
253.6,0.084,21.4,31.471,0.68,23.075,11.6,3.606,0,0,0,1,1782504223.51315
244.2,0.105,25.7,37.794,0.68,27.711,7.6,2.19,0,0,0,1,1782504224.288342
254.6,0.109,27.7,40.735,0.68,29.868,7.6,2.937,0,0,0,1,1782504225.1541412
244.3,0.101,24.6,36.176,0.68,26.525,6.81,13.15,0,0,0,1,1782504226.0747826
246.0,0.105,25.8,37.941,0.68,27.819,7.84,14.608,0,0,0,1,1782504226.9068434
247.0,0.103,25.3,37.206,0.68,27.28,8.92,2.542,0,0,0,1,1782504227.8160598
254.4,0.104,26.5,38.971,0.68,28.574,7.72,8.107,0,0,0,1,1782504228.735868
257.6,0.107,27.5,40.441,0.68,29.652,8.17,5.424,0,0,0,1,1782504229.5363452
251.0,0.107,26.9,39.559,0.68,29.005,7.54,4.786,0,0,0,1,1782504230.4765189
243.0,0.102,24.8,36.471,0.68,26.741,8.33,5.388,0,0,0,1,1782504231.401806
247.9,0.108,26.8,39.412,0.68,28.897,7.87,2.488,0,0,0,1,1782504232.6926866
248.5,0.102,25.5,37.5,0.68,27.495,8.26,2.109,0,0,0,1,1782504233.553197
245.4,0.102,25.1,36.912,0.68,27.064,6.96,2.755,0,0,0,1,1782504234.3359842
239.9,0.111,26.6,39.118,0.68,28.682,8.43,2.099,0,0,0,1,1782504235.297474
251.9,0.112,28.1,41.324,0.68,30.299,10.13,1.947,0,0,0,1,1782504236.1080067
246.6,0.107,26.5,38.971,0.68,28.574,7.1,1.94,0,0,0,1,1782504237.0797954
247.8,0.105,26.1,38.382,0.68,28.142,8.25,1.993,0,0,0,1,1782504237.850516
241.3,0.107,25.7,37.794,0.68,27.711,10.09,3.278,0,0,0,1,1782504238.550398
246.6,0.105,25.9,38.088,0.68,27.927,7.14,4.148,0,0,0,1,1782504239.138029
249.4,0.108,26.9,39.559,0.68,29.005,7.16,2.68,0,0,0,1,1782504240.0087886
243.7,0.107,26.1,38.382,0.68,28.142,7.71,5.432,0,0,0,1,1782504240.4529347
244.2,0.102,24.9,36.618,0.68,26.849,7.93,2.78,0,0,0,1,1782504241.3276286
246.3,0.113,27.8,40.882,0.68,29.975,7.51,6.123,0,0,0,1,1782504242.253854
